Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,1e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFH3466644.1?report=genbank&log$=prottop&blast_rank=94&RID=1W6HPFAE013"",""EFH3466644.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,1e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EEW2220036.1?report=genbank&log$=prottop&blast_rank=95&RID=1W6HPFAE013"",""EEW2220036.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,1e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_198795474.1?report=genbank&log$=prottop&blast_rank=96&RID=1W6HPFAE013"",""WP_198795474.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Enteritidis],Salmonella enterica subsp. enterica serovar Enteritidis,99.4,99.4,100%,1e-24,100.00,152,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBL6016405.1?report=genbank&log$=prottop&blast_rank=97&RID=1W6HPFAE013"",""EBL6016405.1"")"
transcription/translation regulatory transformer protein RfaH [Shigella flexneri],Shigella flexneri,99.8,99.8,100%,1e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EKK9397667.1?report=genbank&log$=prottop&blast_rank=98&RID=1W6HPFAE013"",""EKK9397667.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,1e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047644211.1?report=genbank&log$=prottop&blast_rank=99&RID=1W6HPFAE013"",""WP_047644211.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,1e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBB0338452.1?report=genbank&log$=prottop&blast_rank=100&RID=1W6HPFAE013"",""MBB0338452.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,1e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDK0323842.1?report=genbank&log$=prottop&blast_rank=101&RID=1W6HPFAE013"",""HDK0323842.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFB7597127.1?report=genbank&log$=prottop&blast_rank=102&RID=1W6HPFAE013"",""EFB7597127.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia sp. E13S3],Escherichia sp. E13S3,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_130223343.1?report=genbank&log$=prottop&blast_rank=103&RID=1W6HPFAE013"",""WP_130223343.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli O25b:H4-ST131],Escherichia coli O25b:H4-ST131,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBN2952215.1?report=genbank&log$=prottop&blast_rank=104&RID=1W6HPFAE013"",""HBN2952215.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEI4224116.1?report=genbank&log$=prottop&blast_rank=105&RID=1W6HPFAE013"",""HEI4224116.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ENF1291845.1?report=genbank&log$=prottop&blast_rank=106&RID=1W6HPFAE013"",""ENF1291845.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129547116.1?report=genbank&log$=prottop&blast_rank=107&RID=1W6HPFAE013"",""WP_129547116.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGU0173268.1?report=genbank&log$=prottop&blast_rank=108&RID=1W6HPFAE013"",""EGU0173268.1"")"
transcription/translation regulatory transformer protein RfaH [Shigella boydii],Shigella boydii,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119172079.1?report=genbank&log$=prottop&blast_rank=109&RID=1W6HPFAE013"",""WP_119172079.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ELT9020354.1?report=genbank&log$=prottop&blast_rank=110&RID=1W6HPFAE013"",""ELT9020354.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCN6495815.1?report=genbank&log$=prottop&blast_rank=111&RID=1W6HPFAE013"",""MCN6495815.1"")"
transcription/translation regulatory transformer protein RfaH [Shigella sonnei],Shigella sonnei,99.8,99.8,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052978772.1?report=genbank&log$=prottop&blast_rank=112&RID=1W6HPFAE013"",""WP_052978772.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EKI6995062.1?report=genbank&log$=prottop&blast_rank=113&RID=1W6HPFAE013"",""EKI6995062.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_097403414.1?report=genbank&log$=prottop&blast_rank=114&RID=1W6HPFAE013"",""WP_097403414.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EHS5960851.1?report=genbank&log$=prottop&blast_rank=115&RID=1W6HPFAE013"",""EHS5960851.1"")"
transcription/translation regulatory transformer protein RfaH [Shigella boydii],Shigella boydii,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_001192390.1?report=genbank&log$=prottop&blast_rank=116&RID=1W6HPFAE013"",""WP_001192390.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_330986369.1?report=genbank&log$=prottop&blast_rank=117&RID=1W6HPFAE013"",""WP_330986369.1"")"
transcription/translation regulatory transformer protein RfaH [Shigella flexneri],Shigella flexneri,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HFR1004936.1?report=genbank&log$=prottop&blast_rank=118&RID=1W6HPFAE013"",""HFR1004936.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCN7832252.1?report=genbank&log$=prottop&blast_rank=119&RID=1W6HPFAE013"",""MCN7832252.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEP1054251.1?report=genbank&log$=prottop&blast_rank=120&RID=1W6HPFAE013"",""HEP1054251.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFD5502846.1?report=genbank&log$=prottop&blast_rank=121&RID=1W6HPFAE013"",""EFD5502846.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDX9906186.1?report=genbank&log$=prottop&blast_rank=122&RID=1W6HPFAE013"",""HDX9906186.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDY2465578.1?report=genbank&log$=prottop&blast_rank=123&RID=1W6HPFAE013"",""HDY2465578.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCV0598285.1?report=genbank&log$=prottop&blast_rank=124&RID=1W6HPFAE013"",""MCV0598285.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli O25b:H4-ST131],Escherichia coli O25b:H4-ST131,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBN3040811.1?report=genbank&log$=prottop&blast_rank=125&RID=1W6HPFAE013"",""HBN3040811.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEW0383235.1?report=genbank&log$=prottop&blast_rank=126&RID=1W6HPFAE013"",""MEW0383235.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,160,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WXR58200.1?report=genbank&log$=prottop&blast_rank=127&RID=1W6HPFAE013"",""WXR58200.1"")"
transcription/translation regulatory transformer protein RfaH [Shigella sonnei],Shigella sonnei,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGX8380812.1?report=genbank&log$=prottop&blast_rank=128&RID=1W6HPFAE013"",""HGX8380812.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_032221180.1?report=genbank&log$=prottop&blast_rank=129&RID=1W6HPFAE013"",""WP_032221180.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAI5593704.1?report=genbank&log$=prottop&blast_rank=130&RID=1W6HPFAE013"",""HAI5593704.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Escherichia],Escherichia,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072663618.1?report=genbank&log$=prottop&blast_rank=131&RID=1W6HPFAE013"",""WP_072663618.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDY2412383.1?report=genbank&log$=prottop&blast_rank=132&RID=1W6HPFAE013"",""HDY2412383.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacteriaceae],Enterobacteriaceae,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_001192404.1?report=genbank&log$=prottop&blast_rank=133&RID=1W6HPFAE013"",""WP_001192404.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCN5160946.1?report=genbank&log$=prottop&blast_rank=134&RID=1W6HPFAE013"",""MCN5160946.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_213220011.1?report=genbank&log$=prottop&blast_rank=135&RID=1W6HPFAE013"",""WP_213220011.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HFL9759611.1?report=genbank&log$=prottop&blast_rank=136&RID=1W6HPFAE013"",""HFL9759611.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EES9703899.1?report=genbank&log$=prottop&blast_rank=137&RID=1W6HPFAE013"",""EES9703899.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,156,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_250393317.1?report=genbank&log$=prottop&blast_rank=138&RID=1W6HPFAE013"",""WP_250393317.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,156,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDU1155393.1?report=genbank&log$=prottop&blast_rank=139&RID=1W6HPFAE013"",""MDU1155393.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_285003338.1?report=genbank&log$=prottop&blast_rank=140&RID=1W6HPFAE013"",""WP_285003338.1"")"
transcription/translation regulatory transformer protein RfaH [Shigella flexneri],Shigella flexneri,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFV8049042.1?report=genbank&log$=prottop&blast_rank=141&RID=1W6HPFAE013"",""EFV8049042.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGV1996855.1?report=genbank&log$=prottop&blast_rank=142&RID=1W6HPFAE013"",""HGV1996855.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EKQ9303338.1?report=genbank&log$=prottop&blast_rank=143&RID=1W6HPFAE013"",""EKQ9303338.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBD1425112.1?report=genbank&log$=prottop&blast_rank=144&RID=1W6HPFAE013"",""HBD1425112.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBB7725539.1?report=genbank&log$=prottop&blast_rank=145&RID=1W6HPFAE013"",""MBB7725539.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBL0689187.1?report=genbank&log$=prottop&blast_rank=146&RID=1W6HPFAE013"",""HBL0689187.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242812443.1?report=genbank&log$=prottop&blast_rank=147&RID=1W6HPFAE013"",""WP_242812443.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCT7521697.1?report=genbank&log$=prottop&blast_rank=148&RID=1W6HPFAE013"",""HCT7521697.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [unclassified Escherichia],unclassified Escherichia,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_130209478.1?report=genbank&log$=prottop&blast_rank=149&RID=1W6HPFAE013"",""WP_130209478.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia albertii],Escherichia albertii,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_273823484.1?report=genbank&log$=prottop&blast_rank=150&RID=1W6HPFAE013"",""WP_273823484.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCT5422039.1?report=genbank&log$=prottop&blast_rank=151&RID=1W6HPFAE013"",""HCT5422039.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCL6458040.1?report=genbank&log$=prottop&blast_rank=152&RID=1W6HPFAE013"",""HCL6458040.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCK1276974.1?report=genbank&log$=prottop&blast_rank=153&RID=1W6HPFAE013"",""HCK1276974.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia albertii],Escherichia albertii,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCZ9078463.1?report=genbank&log$=prottop&blast_rank=154&RID=1W6HPFAE013"",""MCZ9078463.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDL7616162.1?report=genbank&log$=prottop&blast_rank=155&RID=1W6HPFAE013"",""MDL7616162.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAH3462930.1?report=genbank&log$=prottop&blast_rank=156&RID=1W6HPFAE013"",""HAH3462930.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDS7725356.1?report=genbank&log$=prottop&blast_rank=157&RID=1W6HPFAE013"",""HDS7725356.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDK6506820.1?report=genbank&log$=prottop&blast_rank=158&RID=1W6HPFAE013"",""MDK6506820.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia albertii],Escherichia albertii,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_001149536.1?report=genbank&log$=prottop&blast_rank=159&RID=1W6HPFAE013"",""WP_001149536.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFD4873811.1?report=genbank&log$=prottop&blast_rank=160&RID=1W6HPFAE013"",""EFD4873811.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ELI6988327.1?report=genbank&log$=prottop&blast_rank=161&RID=1W6HPFAE013"",""ELI6988327.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBM2235279.1?report=genbank&log$=prottop&blast_rank=162&RID=1W6HPFAE013"",""HBM2235279.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063112462.1?report=genbank&log$=prottop&blast_rank=163&RID=1W6HPFAE013"",""WP_063112462.1"")"
transcription/translation regulatory transformer protein RfaH [Escherichia coli],Escherichia coli,99.4,99.4,100%,2e-24,100.00,158,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ENJ4215399.1?report=genbank&log$=prottop&blast_rank=164&RID=1W6HPFAE013"",""ENJ4215399.1"")"
